 Energy     S        S^+       S^++      S^3+      S^4+      S^5+      S^6+      S^7+      S^8+      S^9+     S^10+     S^11+     S^12+     S^13+     S^14+     S^15+     S^16+
   1726  2.81E-16  3.12E-16  3.95E-16  5.18E-16  7.09E-16  1.01E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.30E-15  3.89E-15  4.48E-15  5.11E-15  5.80E-15  4.33E-15  7.11E-15
   1727  2.81E-16  3.12E-16  3.95E-16  5.18E-16  7.09E-16  1.01E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.30E-15  3.89E-15  4.48E-15  5.11E-15  5.80E-15  4.33E-15  7.11E-15
   1728  2.81E-16  3.12E-16  3.94E-16  5.18E-16  7.08E-16  1.01E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.30E-15  3.88E-15  4.48E-15  5.11E-15  5.80E-15  4.33E-15  7.11E-15
   1729  2.81E-16  3.12E-16  3.94E-16  5.18E-16  7.08E-16  1.01E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.30E-15  3.88E-15  4.48E-15  5.11E-15  5.79E-15  4.33E-15  7.10E-15
   1730  2.81E-16  3.12E-16  3.94E-16  5.17E-16  7.08E-16  1.01E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.30E-15  3.88E-15  4.48E-15  5.11E-15  5.79E-15  4.33E-15  7.10E-15
   1731  2.81E-16  3.12E-16  3.94E-16  5.17E-16  7.08E-16  1.00E-15  1.38E-15  1.80E-15  2.27E-15  2.77E-15  3.29E-15  3.88E-15  4.47E-15  5.11E-15  5.79E-15  4.32E-15  7.10E-15
   1732  2.81E-16  3.12E-16  3.94E-16  5.17E-16  7.07E-16  1.00E-15  1.38E-15  1.80E-15  2.27E-15  2.76E-15  3.29E-15  3.88E-15  4.47E-15  5.10E-15  5.79E-15  4.32E-15  7.10E-15
   1733  2.81E-16  3.12E-16  3.94E-16  5.17E-16  7.07E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.88E-15  4.47E-15  5.10E-15  5.79E-15  4.32E-15  7.09E-15
   1734  2.81E-16  3.12E-16  3.94E-16  5.17E-16  7.07E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.88E-15  4.47E-15  5.10E-15  5.78E-15  4.32E-15  7.09E-15
   1735  2.80E-16  3.12E-16  3.94E-16  5.17E-16  7.07E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.88E-15  4.47E-15  5.10E-15  5.78E-15  4.32E-15  7.09E-15
   1736  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.06E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.87E-15  4.47E-15  5.10E-15  5.78E-15  4.32E-15  7.09E-15
   1737  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.06E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.87E-15  4.47E-15  5.10E-15  5.78E-15  4.32E-15  7.09E-15
   1738  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.06E-16  1.00E-15  1.38E-15  1.80E-15  2.26E-15  2.76E-15  3.29E-15  3.87E-15  4.46E-15  5.10E-15  5.78E-15  4.32E-15  7.09E-15
   1739  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.06E-16  1.00E-15  1.38E-15  1.79E-15  2.26E-15  2.76E-15  3.28E-15  3.87E-15  4.46E-15  5.09E-15  5.78E-15  4.32E-15  7.08E-15
   1740  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.05E-16  1.00E-15  1.38E-15  1.79E-15  2.26E-15  2.76E-15  3.28E-15  3.87E-15  4.46E-15  5.09E-15  5.78E-15  4.32E-15  7.08E-15
   1741  2.80E-16  3.11E-16  3.93E-16  5.16E-16  7.05E-16  1.00E-15  1.38E-15  1.79E-15  2.26E-15  2.76E-15  3.28E-15  3.87E-15  4.46E-15  5.09E-15  5.77E-15  4.32E-15  7.08E-15
   1742  2.80E-16  3.11E-16  3.93E-16  5.15E-16  7.05E-16  1.00E-15  1.38E-15  1.79E-15  2.26E-15  2.75E-15  3.28E-15  3.87E-15  4.46E-15  5.09E-15  5.77E-15  4.32E-15  7.08E-15
   1743  2.80E-16  3.11E-16  3.93E-16  5.15E-16  7.05E-16  1.00E-15  1.37E-15  1.79E-15  2.26E-15  2.75E-15  3.28E-15  3.87E-15  4.46E-15  5.09E-15  5.77E-15  4.31E-15  7.08E-15
   1744  2.80E-16  3.11E-16  3.93E-16  5.15E-16  7.04E-16  1.00E-15  1.37E-15  1.79E-15  2.26E-15  2.75E-15  3.28E-15  3.86E-15  4.46E-15  5.09E-15  5.77E-15  4.31E-15  7.07E-15
   1745  2.80E-16  3.11E-16  3.92E-16  5.15E-16  7.04E-16  1.00E-15  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.28E-15  3.86E-15  4.46E-15  5.08E-15  5.77E-15  4.31E-15  7.07E-15
   1746  2.80E-16  3.11E-16  3.92E-16  5.15E-16  7.04E-16  1.00E-15  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.28E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.07E-15
   1747  2.80E-16  3.11E-16  3.92E-16  5.15E-16  7.04E-16  9.99E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.28E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.07E-15
   1748  2.80E-16  3.11E-16  3.92E-16  5.14E-16  7.03E-16  9.99E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.07E-15
   1749  2.80E-16  3.10E-16  3.92E-16  5.14E-16  7.03E-16  9.99E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.06E-15
   1750  2.80E-16  3.10E-16  3.92E-16  5.14E-16  7.03E-16  9.98E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.06E-15
   1751  2.79E-16  3.10E-16  3.92E-16  5.14E-16  7.03E-16  9.98E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.86E-15  4.45E-15  5.08E-15  5.76E-15  4.31E-15  7.06E-15
   1752  2.79E-16  3.10E-16  3.92E-16  5.14E-16  7.03E-16  9.98E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.86E-15  4.45E-15  5.07E-15  5.76E-15  4.31E-15  7.06E-15
   1753  2.79E-16  3.10E-16  3.92E-16  5.14E-16  7.02E-16  9.97E-16  1.37E-15  1.79E-15  2.25E-15  2.75E-15  3.27E-15  3.85E-15  4.44E-15  5.07E-15  5.75E-15  4.30E-15  7.06E-15
   1754  2.79E-16  3.10E-16  3.91E-16  5.14E-16  7.02E-16  9.97E-16  1.37E-15  1.78E-15  2.25E-15  2.74E-15  3.27E-15  3.85E-15  4.44E-15  5.07E-15  5.75E-15  4.30E-15  7.05E-15
   1755  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.02E-16  9.96E-16  1.37E-15  1.78E-15  2.25E-15  2.74E-15  3.27E-15  3.85E-15  4.44E-15  5.07E-15  5.75E-15  4.30E-15  7.05E-15
   1756  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.02E-16  9.96E-16  1.37E-15  1.78E-15  2.25E-15  2.74E-15  3.27E-15  3.85E-15  4.44E-15  5.07E-15  5.75E-15  4.30E-15  7.05E-15
   1757  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.01E-16  9.96E-16  1.37E-15  1.78E-15  2.25E-15  2.74E-15  3.27E-15  3.85E-15  4.44E-15  5.07E-15  5.75E-15  4.30E-15  7.05E-15
   1758  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.01E-16  9.96E-16  1.37E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.85E-15  4.44E-15  5.07E-15  5.74E-15  4.30E-15  7.05E-15
   1759  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.01E-16  9.95E-16  1.37E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.85E-15  4.44E-15  5.06E-15  5.74E-15  4.30E-15  7.04E-15
   1760  2.79E-16  3.10E-16  3.91E-16  5.13E-16  7.01E-16  9.95E-16  1.37E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.85E-15  4.43E-15  5.06E-15  5.74E-15  4.30E-15  7.04E-15
   1761  2.79E-16  3.10E-16  3.91E-16  5.12E-16  7.00E-16  9.94E-16  1.37E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.84E-15  4.43E-15  5.06E-15  5.74E-15  4.30E-15  7.04E-15
   1762  2.79E-16  3.09E-16  3.90E-16  5.12E-16  7.00E-16  9.94E-16  1.37E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.84E-15  4.43E-15  5.06E-15  5.74E-15  4.30E-15  7.04E-15
   1763  2.79E-16  3.09E-16  3.90E-16  5.12E-16  7.00E-16  9.94E-16  1.36E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.84E-15  4.43E-15  5.06E-15  5.74E-15  4.30E-15  7.04E-15
   1764  2.79E-16  3.09E-16  3.90E-16  5.12E-16  7.00E-16  9.93E-16  1.36E-15  1.78E-15  2.24E-15  2.74E-15  3.26E-15  3.84E-15  4.43E-15  5.06E-15  5.73E-15  4.30E-15  7.04E-15
   1765  2.79E-16  3.09E-16  3.90E-16  5.12E-16  6.99E-16  9.93E-16  1.36E-15  1.78E-15  2.24E-15  2.73E-15  3.26E-15  3.84E-15  4.43E-15  5.06E-15  5.73E-15  4.29E-15  7.03E-15
   1766  2.79E-16  3.09E-16  3.90E-16  5.12E-16  6.99E-16  9.93E-16  1.36E-15  1.78E-15  2.24E-15  2.73E-15  3.26E-15  3.84E-15  4.43E-15  5.05E-15  5.73E-15  4.29E-15  7.03E-15
   1767  2.78E-16  3.09E-16  3.90E-16  5.11E-16  6.99E-16  9.92E-16  1.36E-15  1.78E-15  2.24E-15  2.73E-15  3.26E-15  3.84E-15  4.43E-15  5.05E-15  5.73E-15  4.29E-15  7.03E-15
   1768  2.78E-16  3.09E-16  3.90E-16  5.11E-16  6.99E-16  9.92E-16  1.36E-15  1.78E-15  2.24E-15  2.73E-15  3.25E-15  3.84E-15  4.42E-15  5.05E-15  5.73E-15  4.29E-15  7.03E-15
   1769  2.78E-16  3.09E-16  3.90E-16  5.11E-16  6.99E-16  9.92E-16  1.36E-15  1.78E-15  2.24E-15  2.73E-15  3.25E-15  3.84E-15  4.42E-15  5.05E-15  5.73E-15  4.29E-15  7.03E-15
   1770  2.78E-16  3.09E-16  3.90E-16  5.11E-16  6.98E-16  9.91E-16  1.36E-15  1.77E-15  2.24E-15  2.73E-15  3.25E-15  3.83E-15  4.42E-15  5.05E-15  5.72E-15  4.29E-15  7.02E-15
   1771  2.78E-16  3.09E-16  3.89E-16  5.11E-16  6.98E-16  9.91E-16  1.36E-15  1.77E-15  2.23E-15  2.73E-15  3.25E-15  3.83E-15  4.42E-15  5.05E-15  5.72E-15  4.29E-15  7.02E-15
   1772  2.78E-16  3.09E-16  3.89E-16  5.11E-16  6.98E-16  9.91E-16  1.36E-15  1.77E-15  2.23E-15  2.73E-15  3.25E-15  3.83E-15  4.42E-15  5.04E-15  5.72E-15  4.29E-15  7.02E-15
   1773  2.78E-16  3.09E-16  3.89E-16  5.10E-16  6.98E-16  9.90E-16  1.36E-15  1.77E-15  2.23E-15  2.73E-15  3.25E-15  3.83E-15  4.42E-15  5.04E-15  5.72E-15  4.29E-15  7.02E-15
   1774  2.78E-16  3.09E-16  3.89E-16  5.10E-16  6.97E-16  9.90E-16  1.36E-15  1.77E-15  2.23E-15  2.73E-15  3.25E-15  3.83E-15  4.42E-15  5.04E-15  5.72E-15  4.29E-15  7.01E-15
   1775  2.78E-16  3.08E-16  3.89E-16  5.10E-16  6.97E-16  9.90E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.25E-15  3.83E-15  4.41E-15  5.04E-15  5.72E-15  4.29E-15  7.01E-15
   1776  2.78E-16  3.08E-16  3.89E-16  5.10E-16  6.97E-16  9.89E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.25E-15  3.83E-15  4.41E-15  5.04E-15  5.71E-15  4.29E-15  7.01E-15
   1777  2.78E-16  3.08E-16  3.89E-16  5.10E-16  6.97E-16  9.89E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.83E-15  4.41E-15  5.04E-15  5.71E-15  4.28E-15  7.01E-15
   1778  2.78E-16  3.08E-16  3.89E-16  5.10E-16  6.96E-16  9.89E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.41E-15  5.04E-15  5.71E-15  4.28E-15  7.01E-15
   1779  2.78E-16  3.08E-16  3.89E-16  5.10E-16  6.96E-16  9.88E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.41E-15  5.03E-15  5.71E-15  4.28E-15  7.01E-15
   1780  2.78E-16  3.08E-16  3.88E-16  5.09E-16  6.96E-16  9.88E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.41E-15  5.03E-15  5.71E-15  4.28E-15  7.00E-15
   1781  2.78E-16  3.08E-16  3.88E-16  5.09E-16  6.96E-16  9.88E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.41E-15  5.03E-15  5.71E-15  4.28E-15  7.00E-15
   1782  2.78E-16  3.08E-16  3.88E-16  5.09E-16  6.96E-16  9.87E-16  1.36E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.41E-15  5.03E-15  5.71E-15  4.28E-15  7.00E-15
   1783  2.77E-16  3.08E-16  3.88E-16  5.09E-16  6.95E-16  9.87E-16  1.35E-15  1.77E-15  2.23E-15  2.72E-15  3.24E-15  3.82E-15  4.40E-15  5.03E-15  5.70E-15  4.28E-15  7.00E-15
   1784  2.77E-16  3.08E-16  3.88E-16  5.09E-16  6.95E-16  9.87E-16  1.35E-15  1.77E-15  2.22E-15  2.72E-15  3.24E-15  3.82E-15  4.40E-15  5.03E-15  5.70E-15  4.28E-15  7.00E-15
   1785  2.77E-16  3.08E-16  3.88E-16  5.09E-16  6.95E-16  9.86E-16  1.35E-15  1.77E-15  2.22E-15  2.72E-15  3.24E-15  3.82E-15  4.40E-15  5.03E-15  5.70E-15  4.28E-15  7.00E-15
   1786  2.77E-16  3.08E-16  3.88E-16  5.08E-16  6.95E-16  9.86E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.24E-15  3.81E-15  4.40E-15  5.02E-15  5.70E-15  4.28E-15  6.99E-15
   1787  2.77E-16  3.08E-16  3.88E-16  5.08E-16  6.94E-16  9.86E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.40E-15  5.02E-15  5.70E-15  4.28E-15  6.99E-15
   1788  2.77E-16  3.08E-16  3.88E-16  5.08E-16  6.94E-16  9.85E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.40E-15  5.02E-15  5.70E-15  4.28E-15  6.99E-15
   1789  2.77E-16  3.07E-16  3.87E-16  5.08E-16  6.94E-16  9.85E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.40E-15  5.02E-15  5.69E-15  4.27E-15  6.99E-15
   1790  2.77E-16  3.07E-16  3.87E-16  5.08E-16  6.94E-16  9.85E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.40E-15  5.02E-15  5.69E-15  4.27E-15  6.98E-15
   1791  2.77E-16  3.07E-16  3.87E-16  5.08E-16  6.93E-16  9.84E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.40E-15  5.02E-15  5.69E-15  4.27E-15  6.98E-15
   1792  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.93E-16  9.84E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.39E-15  5.02E-15  5.69E-15  4.27E-15  6.98E-15
   1793  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.93E-16  9.84E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.39E-15  5.01E-15  5.69E-15  4.27E-15  6.98E-15
   1794  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.93E-16  9.83E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.81E-15  4.39E-15  5.01E-15  5.69E-15  4.27E-15  6.98E-15
   1795  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.92E-16  9.83E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.23E-15  3.80E-15  4.39E-15  5.01E-15  5.68E-15  4.27E-15  6.98E-15
   1796  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.92E-16  9.83E-16  1.35E-15  1.76E-15  2.22E-15  2.71E-15  3.22E-15  3.80E-15  4.39E-15  5.01E-15  5.68E-15  4.27E-15  6.97E-15
   1797  2.77E-16  3.07E-16  3.87E-16  5.07E-16  6.92E-16  9.82E-16  1.35E-15  1.76E-15  2.22E-15  2.70E-15  3.22E-15  3.80E-15  4.39E-15  5.01E-15  5.68E-15  4.27E-15  6.97E-15
   1798  2.77E-16  3.07E-16  3.86E-16  5.07E-16  6.92E-16  9.82E-16  1.35E-15  1.76E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.39E-15  5.01E-15  5.68E-15  4.27E-15  6.97E-15
   1799  2.76E-16  3.07E-16  3.86E-16  5.06E-16  6.92E-16  9.82E-16  1.35E-15  1.76E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.38E-15  5.01E-15  5.68E-15  4.26E-15  6.97E-15
   1800  2.76E-16  3.07E-16  3.86E-16  5.06E-16  6.91E-16  9.81E-16  1.35E-15  1.76E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.38E-15  5.00E-15  5.68E-15  4.26E-15  6.97E-15
   1801  2.76E-16  3.07E-16  3.86E-16  5.06E-16  6.91E-16  9.81E-16  1.35E-15  1.76E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.38E-15  5.00E-15  5.68E-15  4.26E-15  6.96E-15
   1802  2.76E-16  3.07E-16  3.86E-16  5.06E-16  6.91E-16  9.81E-16  1.35E-15  1.75E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.38E-15  5.00E-15  5.67E-15  4.26E-15  6.96E-15
   1803  2.76E-16  3.06E-16  3.86E-16  5.06E-16  6.91E-16  9.80E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.22E-15  3.80E-15  4.38E-15  5.00E-15  5.67E-15  4.26E-15  6.96E-15
   1804  2.76E-16  3.06E-16  3.86E-16  5.06E-16  6.91E-16  9.80E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.22E-15  3.79E-15  4.38E-15  5.00E-15  5.67E-15  4.26E-15  6.96E-15
   1805  2.76E-16  3.06E-16  3.86E-16  5.05E-16  6.90E-16  9.80E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.21E-15  3.79E-15  4.38E-15  5.00E-15  5.67E-15  4.26E-15  6.96E-15
   1806  2.76E-16  3.06E-16  3.86E-16  5.05E-16  6.90E-16  9.79E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.21E-15  3.79E-15  4.38E-15  5.00E-15  5.67E-15  4.26E-15  6.96E-15
   1807  2.76E-16  3.06E-16  3.85E-16  5.05E-16  6.90E-16  9.79E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.21E-15  3.79E-15  4.37E-15  4.99E-15  5.67E-15  4.26E-15  6.95E-15
   1808  2.76E-16  3.06E-16  3.85E-16  5.05E-16  6.90E-16  9.79E-16  1.34E-15  1.75E-15  2.21E-15  2.70E-15  3.21E-15  3.79E-15  4.37E-15  4.99E-15  5.66E-15  4.26E-15  6.95E-15
   1809  2.76E-16  3.06E-16  3.85E-16  5.05E-16  6.89E-16  9.78E-16  1.34E-15  1.75E-15  2.21E-15  2.69E-15  3.21E-15  3.79E-15  4.37E-15  4.99E-15  5.66E-15  4.26E-15  6.95E-15
   1810  2.76E-16  3.06E-16  3.85E-16  5.05E-16  6.89E-16  9.78E-16  1.34E-15  1.75E-15  2.21E-15  2.69E-15  3.21E-15  3.79E-15  4.37E-15  4.99E-15  5.66E-15  4.26E-15  6.95E-15
   1811  2.76E-16  3.06E-16  3.85E-16  5.05E-16  6.89E-16  9.78E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.21E-15  3.79E-15  4.37E-15  4.99E-15  5.66E-15  4.25E-15  6.95E-15
   1812  2.76E-16  3.06E-16  3.85E-16  5.04E-16  6.89E-16  9.77E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.21E-15  3.78E-15  4.37E-15  4.99E-15  5.66E-15  4.25E-15  6.94E-15
   1813  2.76E-16  3.06E-16  3.85E-16  5.04E-16  6.89E-16  9.77E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.21E-15  3.78E-15  4.37E-15  4.99E-15  5.66E-15  4.25E-15  6.94E-15
   1814  2.76E-16  3.06E-16  3.85E-16  5.04E-16  6.88E-16  9.77E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.21E-15  3.78E-15  4.37E-15  4.99E-15  5.66E-15  4.25E-15  6.94E-15
   1815  2.76E-16  3.06E-16  3.85E-16  5.04E-16  6.88E-16  9.77E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.21E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.94E-15
   1816  2.75E-16  3.06E-16  3.85E-16  5.04E-16  6.88E-16  9.76E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.20E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.94E-15
   1817  2.75E-16  3.05E-16  3.84E-16  5.04E-16  6.88E-16  9.76E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.20E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.93E-15
   1818  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.87E-16  9.75E-16  1.34E-15  1.75E-15  2.20E-15  2.69E-15  3.20E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.93E-15
   1819  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.87E-16  9.75E-16  1.34E-15  1.74E-15  2.20E-15  2.69E-15  3.20E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.93E-15
   1820  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.87E-16  9.75E-16  1.34E-15  1.74E-15  2.20E-15  2.69E-15  3.20E-15  3.78E-15  4.36E-15  4.98E-15  5.65E-15  4.25E-15  6.93E-15
   1821  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.87E-16  9.75E-16  1.34E-15  1.74E-15  2.20E-15  2.68E-15  3.20E-15  3.77E-15  4.36E-15  4.97E-15  5.64E-15  4.25E-15  6.93E-15
   1822  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.87E-16  9.74E-16  1.34E-15  1.74E-15  2.20E-15  2.68E-15  3.20E-15  3.77E-15  4.35E-15  4.97E-15  5.64E-15  4.25E-15  6.93E-15
   1823  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.86E-16  9.74E-16  1.34E-15  1.74E-15  2.20E-15  2.68E-15  3.20E-15  3.77E-15  4.35E-15  4.97E-15  5.64E-15  4.24E-15  6.92E-15
   1824  2.75E-16  3.05E-16  3.84E-16  5.03E-16  6.86E-16  9.74E-16  1.33E-15  1.74E-15  2.20E-15  2.68E-15  3.20E-15  3.77E-15  4.35E-15  4.97E-15  5.64E-15  4.24E-15  6.92E-15
   1825  2.75E-16  3.05E-16  3.84E-16  5.02E-16  6.86E-16  9.73E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.20E-15  3.77E-15  4.35E-15  4.97E-15  5.64E-15  4.24E-15  6.92E-15
   1826  2.75E-16  3.05E-16  3.83E-16  5.02E-16  6.86E-16  9.73E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.20E-15  3.77E-15  4.35E-15  4.97E-15  5.64E-15  4.24E-15  6.92E-15
   1827  2.75E-16  3.05E-16  3.83E-16  5.02E-16  6.85E-16  9.73E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.19E-15  3.77E-15  4.35E-15  4.97E-15  5.63E-15  4.24E-15  6.92E-15
   1828  2.75E-16  3.05E-16  3.83E-16  5.02E-16  6.85E-16  9.72E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.19E-15  3.77E-15  4.35E-15  4.97E-15  5.63E-15  4.24E-15  6.91E-15
   1829  2.75E-16  3.05E-16  3.83E-16  5.02E-16  6.85E-16  9.72E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.19E-15  3.77E-15  4.35E-15  4.96E-15  5.63E-15  4.24E-15  6.91E-15
   1830  2.75E-16  3.05E-16  3.83E-16  5.02E-16  6.85E-16  9.72E-16  1.33E-15  1.74E-15  2.19E-15  2.68E-15  3.19E-15  3.76E-15  4.35E-15  4.96E-15  5.63E-15  4.24E-15  6.91E-15
   1831  2.75E-16  3.04E-16  3.83E-16  5.02E-16  6.85E-16  9.71E-16  1.33E-15  1.74E-15  2.19E-15  2.67E-15  3.19E-15  3.76E-15  4.34E-15  4.96E-15  5.63E-15  4.24E-15  6.91E-15
   1832  2.75E-16  3.04E-16  3.83E-16  5.01E-16  6.84E-16  9.71E-16  1.33E-15  1.74E-15  2.19E-15  2.67E-15  3.19E-15  3.76E-15  4.34E-15  4.96E-15  5.63E-15  4.24E-15  6.91E-15
   1833  2.74E-16  3.04E-16  3.83E-16  5.01E-16  6.84E-16  9.71E-16  1.33E-15  1.74E-15  2.19E-15  2.67E-15  3.19E-15  3.76E-15  4.34E-15  4.96E-15  5.62E-15  4.24E-15  6.91E-15
   1834  2.74E-16  3.04E-16  3.83E-16  5.01E-16  6.84E-16  9.70E-16  1.33E-15  1.74E-15  2.19E-15  2.67E-15  3.19E-15  3.76E-15  4.34E-15  4.96E-15  5.62E-15  4.24E-15  6.90E-15
   1835  2.74E-16  3.04E-16  3.82E-16  5.01E-16  6.84E-16  9.70E-16  1.33E-15  1.74E-15  2.19E-15  2.67E-15  3.19E-15  3.76E-15  4.34E-15  4.96E-15  5.62E-15  4.23E-15  6.90E-15
   1836  2.74E-16  3.04E-16  3.82E-16  5.01E-16  6.84E-16  9.70E-16  1.33E-15  1.73E-15  2.19E-15  2.67E-15  3.18E-15  3.76E-15  4.34E-15  4.95E-15  5.62E-15  4.23E-15  6.90E-15
   1837  2.74E-16  3.04E-16  3.82E-16  5.01E-16  6.83E-16  9.69E-16  1.33E-15  1.73E-15  2.19E-15  2.67E-15  3.18E-15  3.76E-15  4.34E-15  4.95E-15  5.62E-15  4.23E-15  6.90E-15
   1838  2.74E-16  3.04E-16  3.82E-16  5.00E-16  6.83E-16  9.69E-16  1.33E-15  1.73E-15  2.19E-15  2.67E-15  3.18E-15  3.76E-15  4.33E-15  4.95E-15  5.62E-15  4.23E-15  6.90E-15
