 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   H [cm^-2]   Tot [cm^-2]
   274.00    8.052E+20    1.238E+20    1.905E+18    8.752E+16    9.310E+20
   272.00    8.482E+20    1.305E+20    2.010E+18    8.752E+16    9.808E+20
   270.00    9.399E+20    1.449E+20    2.232E+18    8.752E+16    1.087E+21
   268.00    9.904E+20    1.527E+20    2.355E+18    8.752E+16    1.146E+21
   266.00    1.097E+21    1.694E+20    2.615E+18    8.752E+16    1.269E+21
   264.00    1.155E+21    1.785E+20    2.757E+18    8.752E+16    1.337E+21
   262.00    1.279E+21    1.978E+20    3.058E+18    8.752E+16    1.480E+21
   260.00    1.348E+21    2.085E+20    3.224E+18    8.752E+16    1.560E+21
   258.00    1.493E+21    2.312E+20    3.578E+18    8.752E+16    1.728E+21
   256.00    1.573E+21    2.436E+20    3.771E+18    8.752E+16    1.820E+21
   254.00    1.741E+21    2.697E+20    4.181E+18    8.752E+16    2.015E+21
   252.00    1.834E+21    2.841E+20    4.406E+18    8.752E+16    2.122E+21
   250.00    2.031E+21    3.149E+20    4.886E+18    8.752E+16    2.351E+21
   248.00    2.140E+21    3.320E+20    5.151E+18    8.752E+16    2.477E+21
   246.00    2.370E+21    3.679E+20    5.709E+18    8.752E+16    2.743E+21
   244.00    2.495E+21    3.875E+20    6.014E+18    8.752E+16    2.889E+21
   242.00    2.762E+21    4.290E+20    6.663E+18    8.752E+16    3.198E+21
   240.00    2.910E+21    4.520E+20    7.023E+18    8.752E+16    3.369E+21
   238.00    3.226E+21    5.009E+20    7.787E+18    8.752E+16    3.734E+21
   236.00    3.398E+21    5.277E+20    8.204E+18    8.752E+16    3.934E+21
   234.00    3.760E+21    5.842E+20    9.084E+18    8.752E+16    4.353E+21
   232.00    3.959E+21    6.153E+20    9.568E+18    8.752E+16    4.584E+21
   230.00    4.384E+21    6.818E+20    1.060E+19    8.752E+16    5.077E+21
   228.00    4.620E+21    7.185E+20    1.117E+19    8.752E+16    5.350E+21
   226.00    5.118E+21    7.959E+20    1.238E+19    8.752E+16    5.926E+21
   224.00    5.389E+21    8.381E+20    1.303E+19    8.752E+16    6.241E+21
   222.00    5.965E+21    9.277E+20    1.443E+19    8.752E+16    6.907E+21
   220.00    6.282E+21    9.772E+20    1.520E+19    8.752E+16    7.274E+21
   218.00    6.952E+21    1.082E+21    1.683E+19    8.752E+16    8.051E+21
   216.00    7.317E+21    1.139E+21    1.771E+19    8.752E+16    8.474E+21
   214.00    8.085E+21    1.258E+21    1.958E+19    8.752E+16    9.363E+21
   212.00    8.504E+21    1.324E+21    2.059E+19    8.752E+16    9.848E+21
   210.00    9.394E+21    1.462E+21    2.275E+19    8.752E+16    1.088E+22
   208.00    9.881E+21    1.538E+21    2.393E+19    8.752E+16    1.144E+22
   206.00    1.090E+22    1.698E+21    2.641E+19    8.752E+16    1.263E+22
   204.00    1.146E+22    1.784E+21    2.776E+19    8.752E+16    1.327E+22
   202.00    1.263E+22    1.967E+21    3.061E+19    8.752E+16    1.463E+22
   200.00    1.328E+22    2.068E+21    3.217E+19    8.752E+16    1.538E+22
   198.00    1.468E+22    2.287E+21    3.558E+19    8.752E+16    1.700E+22
   196.00    1.550E+22    2.415E+21    3.756E+19    8.752E+16    1.795E+22
   194.00    1.731E+22    2.698E+21    4.196E+19    8.752E+16    2.005E+22
   192.00    1.837E+22    2.864E+21    4.454E+19    8.752E+16    2.128E+22
   190.00    2.070E+22    3.227E+21    5.019E+19    8.752E+16    2.398E+22
   188.00    2.203E+22    3.436E+21    5.343E+19    8.752E+16    2.552E+22
   186.00    2.489E+22    3.882E+21    6.037E+19    8.752E+16    2.883E+22
   184.00    2.646E+22    4.129E+21    6.420E+19    8.752E+16    3.066E+22
   182.00    2.978E+22    4.647E+21    7.227E+19    8.752E+16    3.450E+22
   180.00    3.160E+22    4.931E+21    7.667E+19    8.752E+16    3.660E+22
   178.00    3.543E+22    5.530E+21    8.599E+19    8.752E+16    4.105E+22
   176.00    3.754E+22    5.859E+21    9.111E+19    8.752E+16    4.349E+22
   174.00    4.199E+22    6.556E+21    1.019E+20    8.752E+16    4.865E+22
   172.00    4.443E+22    6.937E+21    1.078E+20    8.752E+16    5.148E+22
   170.00    4.959E+22    7.743E+21    1.204E+20    8.752E+16    5.745E+22
   168.00    5.242E+22    8.184E+21    1.272E+20    8.752E+16    6.073E+22
   166.00    5.840E+22    9.120E+21    1.418E+20    8.752E+16    6.767E+22
   164.00    6.170E+22    9.635E+21    1.498E+20    8.752E+16    7.148E+22
   162.00    6.869E+22    1.073E+22    1.668E+20    8.752E+16    7.958E+22
   160.00    7.253E+22    1.133E+22    1.761E+20    8.752E+16    8.404E+22
   158.00    8.069E+22    1.260E+22    1.959E+20    8.752E+16    9.349E+22
   156.00    8.518E+22    1.330E+22    2.068E+20    8.752E+16    9.869E+22
   154.00    9.471E+22    1.479E+22    2.300E+20    8.752E+16    1.097E+23
   152.00    9.995E+22    1.561E+22    2.427E+20    8.752E+16    1.158E+23
   150.00    1.111E+23    1.735E+22    2.698E+20    8.752E+16    1.287E+23
   148.00    1.172E+23    1.831E+22    2.847E+20    8.752E+16    1.358E+23
   146.00    1.303E+23    2.036E+22    3.164E+20    8.752E+16    1.510E+23
   144.00    1.375E+23    2.148E+22    3.339E+20    8.752E+16    1.593E+23
   142.00    1.528E+23    2.387E+22    3.711E+20    8.752E+16    1.771E+23
   140.00    1.613E+23    2.519E+22    3.917E+20    8.752E+16    1.869E+23
   138.00    1.792E+23    2.800E+22    4.353E+20    8.752E+16    2.077E+23
   136.00    1.891E+23    2.955E+22    4.594E+20    8.752E+16    2.192E+23
   134.00    2.102E+23    3.285E+22    5.106E+20    8.752E+16    2.436E+23
   132.00    2.219E+23    3.467E+22    5.389E+20    8.752E+16    2.571E+23
   130.00    2.466E+23    3.854E+22    5.990E+20    8.752E+16    2.858E+23
   128.00    2.603E+23    4.068E+22    6.323E+20    8.752E+16    3.016E+23
   126.00    2.895E+23    4.523E+22    7.031E+20    8.752E+16    3.354E+23
   124.00    3.056E+23    4.775E+22    7.422E+20    8.752E+16    3.541E+23
   122.00    3.398E+23    5.309E+22    8.253E+20    8.752E+16    3.937E+23
   120.00    3.587E+23    5.605E+22    8.712E+20    8.752E+16    4.156E+23
   118.00    3.988E+23    6.232E+22    9.688E+20    8.752E+16    4.621E+23
   116.00    4.210E+23    6.578E+22    1.023E+21    8.752E+16    4.878E+23
   114.00    4.681E+23    7.314E+22    1.137E+21    8.752E+16    5.423E+23
   112.00    4.940E+23    7.720E+22    1.200E+21    8.752E+16    5.724E+23
   110.00    5.494E+23    8.584E+22    1.334E+21    8.752E+16    6.365E+23
   108.00    5.800E+23    9.063E+22    1.409E+21    8.752E+16    6.720E+23
   106.00    6.452E+23    1.008E+23    1.567E+21    8.752E+16    7.476E+23
   104.00    6.814E+23    1.065E+23    1.655E+21    8.752E+16    7.895E+23
   102.00    7.587E+23    1.186E+23    1.843E+21    8.752E+16    8.791E+23
   100.00    8.016E+23    1.253E+23    1.947E+21    8.752E+16    9.289E+23
    98.00    8.937E+23    1.397E+23    2.171E+21    8.752E+16    1.035E+24
    96.00    9.450E+23    1.477E+23    2.296E+21    8.752E+16    1.095E+24
    94.00    1.055E+24    1.649E+23    2.564E+21    8.752E+16    1.223E+24
    92.00    1.117E+24    1.746E+23    2.714E+21    8.752E+16    1.295E+24
    90.00    1.251E+24    1.955E+23    3.039E+21    8.752E+16    1.450E+24
    88.00    1.327E+24    2.073E+23    3.222E+21    8.752E+16    1.537E+24
    86.00    1.489E+24    2.328E+23    3.618E+21    8.752E+16    1.726E+24
    84.00    1.582E+24    2.472E+23    3.842E+21    8.752E+16    1.833E+24
    82.00    1.782E+24    2.785E+23    4.328E+21    8.752E+16    2.065E+24
    80.00    1.896E+24    2.962E+23    4.605E+21    8.752E+16    2.197E+24
    78.00    2.143E+24    3.349E+23    5.206E+21    8.752E+16    2.483E+24
    76.00    2.285E+24    3.571E+23    5.550E+21    8.752E+16    2.648E+24
    74.00    2.594E+24    4.053E+23    6.300E+21    8.752E+16    3.005E+24
    72.00    2.771E+24    4.330E+23    6.731E+21    8.752E+16    3.211E+24
    70.00    3.157E+24    4.934E+23    7.669E+21    8.752E+16    3.658E+24
    68.00    3.379E+24    5.281E+23    8.208E+21    8.752E+16    3.915E+24
    66.00    3.863E+24    6.037E+23    9.384E+21    8.752E+16    4.476E+24
    64.00    4.142E+24    6.472E+23    1.006E+22    8.752E+16    4.799E+24
    62.00    4.752E+24    7.426E+23    1.154E+22    8.752E+16    5.506E+24
    60.00    5.104E+24    7.977E+23    1.240E+22    8.752E+16    5.914E+24
    58.00    5.878E+24    9.186E+23    1.428E+22    8.752E+16    6.811E+24
    56.00    6.326E+24    9.886E+23    1.537E+22    8.752E+16    7.330E+24
    54.00    7.308E+24    1.142E+24    1.775E+22    8.752E+16    8.468E+24
    52.00    7.877E+24    1.231E+24    1.914E+22    8.752E+16    9.128E+24
    50.00    9.125E+24    1.426E+24    2.216E+22    8.752E+16    1.057E+25
    48.00    9.843E+24    1.538E+24    2.391E+22    8.752E+16    1.141E+25
    46.00    1.141E+25    1.783E+24    2.772E+22    8.752E+16    1.322E+25
    44.00    1.230E+25    1.923E+24    2.989E+22    8.752E+16    1.426E+25
    42.00    1.425E+25    2.226E+24    3.461E+22    8.752E+16    1.651E+25
    40.00    1.535E+25    2.399E+24    3.730E+22    8.752E+16    1.779E+25
    38.00    1.776E+25    2.775E+24    4.314E+22    8.752E+16    2.058E+25
    36.00    1.913E+25    2.990E+24    4.648E+22    8.752E+16    2.217E+25
    34.00    2.211E+25    3.455E+24    5.370E+22    8.752E+16    2.562E+25
    32.00    2.379E+25    3.718E+24    5.780E+22    8.752E+16    2.757E+25
    30.00    2.743E+25    4.286E+24    6.662E+22    8.752E+16    3.178E+25
    28.00    2.946E+25    4.604E+24    7.157E+22    8.752E+16    3.414E+25
    26.00    3.381E+25    5.284E+24    8.213E+22    8.752E+16    3.918E+25
    24.00    3.621E+25    5.659E+24    8.797E+22    8.752E+16    4.196E+25
    22.00    4.130E+25    6.454E+24    1.003E+23    8.752E+16    4.786E+25
    20.00    4.408E+25    6.889E+24    1.071E+23    8.752E+16    5.108E+25
    18.00    4.994E+25    7.805E+24    1.213E+23    8.752E+16    5.787E+25
    16.00    5.313E+25    8.303E+24    1.291E+23    8.752E+16    6.156E+25
    14.00    5.983E+25    9.351E+24    1.453E+23    8.752E+16    6.933E+25
    12.00    6.347E+25    9.919E+24    1.542E+23    8.752E+16    7.355E+25
    10.00    7.112E+25    1.111E+25    1.728E+23    8.752E+16    8.241E+25
     8.00    7.526E+25    1.176E+25    1.828E+23    8.752E+16    8.720E+25
     6.00    8.391E+25    1.311E+25    2.038E+23    8.752E+16    9.723E+25
     4.00    8.855E+25    1.384E+25    2.151E+23    8.752E+16    1.026E+26
     2.00    9.823E+25    1.535E+25    2.386E+23    8.752E+16    1.138E+26
     0.00    1.034E+26    1.616E+25    2.511E+23    8.752E+16    1.198E+26
    -2.00    1.141E+26    1.783E+25    2.772E+23    8.752E+16    1.322E+26
    -4.00    1.198E+26    1.872E+25    2.911E+23    8.752E+16    1.388E+26
    -6.00    1.317E+26    2.057E+25    3.198E+23    8.752E+16    1.526E+26
    -8.00    1.379E+26    2.156E+25    3.351E+23    8.752E+16    1.598E+26
   -10.00    1.510E+26    2.359E+25    3.667E+23    8.752E+16    1.749E+26
   -12.00    1.579E+26    2.467E+25    3.835E+23    8.752E+16    1.829E+26
   -14.00    1.722E+26    2.690E+25    4.182E+23    8.752E+16    1.995E+26
   -16.00    1.797E+26    2.809E+25    4.366E+23    8.752E+16    2.082E+26
   -18.00    1.953E+26    3.053E+25    4.745E+23    8.752E+16    2.263E+26
   -20.00    2.036E+26    3.181E+25    4.945E+23    8.752E+16    2.359E+26
   -22.00    2.205E+26    3.447E+25    5.357E+23    8.752E+16    2.555E+26
   -24.00    2.295E+26    3.586E+25    5.574E+23    8.752E+16    2.659E+26
   -26.00    2.479E+26    3.874E+25    6.021E+23    8.752E+16    2.872E+26
   -28.00    2.575E+26    4.025E+25    6.256E+23    8.752E+16    2.984E+26
   -30.00    2.774E+26    4.336E+25    6.740E+23    8.752E+16    3.215E+26
   -32.00    2.879E+26    4.499E+25    6.993E+23    8.752E+16    3.336E+26
   -34.00    3.094E+26    4.835E+25    7.516E+23    8.752E+16    3.585E+26
   -36.00    3.207E+26    5.011E+25    7.790E+23    8.752E+16    3.716E+26
   -38.00    3.438E+26    5.373E+25    8.352E+23    8.752E+16    3.984E+26
   -40.00    3.559E+26    5.562E+25    8.646E+23    8.752E+16    4.124E+26
   -42.00    3.808E+26    5.952E+25    9.251E+23    8.752E+16    4.413E+26
   -44.00    3.938E+26    6.155E+25    9.567E+23    8.752E+16    4.564E+26
   -46.00    4.206E+26    6.572E+25    1.022E+24    8.752E+16    4.873E+26
   -48.00    4.345E+26    6.790E+25    1.055E+24    8.752E+16    5.035E+26
   -50.00    4.631E+26    7.237E+25    1.125E+24    8.752E+16    5.366E+26
   -52.00    4.780E+26    7.470E+25    1.161E+24    8.752E+16    5.538E+26
   -54.00    5.085E+26    7.946E+25    1.235E+24    8.752E+16    5.892E+26
   -56.00    5.243E+26    8.193E+25    1.274E+24    8.752E+16    6.075E+26
   -58.00    5.567E+26    8.699E+25    1.352E+24    8.752E+16    6.450E+26
   -60.00    5.735E+26    8.962E+25    1.393E+24    8.752E+16    6.645E+26
   -62.00    6.077E+26    9.497E+25    1.476E+24    8.752E+16    7.042E+26
   -64.00    6.255E+26    9.775E+25    1.519E+24    8.752E+16    7.247E+26
   -66.00    6.616E+26    1.034E+26    1.607E+24    8.752E+16    7.666E+26
   -68.00    6.803E+26    1.063E+26    1.653E+24    8.752E+16    7.883E+26
   -70.00    7.183E+26    1.122E+26    1.745E+24    8.752E+16    8.323E+26
   -72.00    7.378E+26    1.153E+26    1.792E+24    8.752E+16    8.549E+26
   -74.00    7.776E+26    1.215E+26    1.889E+24    8.752E+16    9.010E+26
   -76.00    7.980E+26    1.247E+26    1.938E+24    8.752E+16    9.246E+26
   -78.00    8.395E+26    1.312E+26    2.039E+24    8.752E+16    9.728E+26
   -80.00    8.609E+26    1.345E+26    2.091E+24    8.752E+16    9.975E+26
   -82.00    9.043E+26    1.413E+26    2.197E+24    8.752E+16    1.048E+27
   -84.00    9.266E+26    1.448E+26    2.251E+24    8.752E+16    1.074E+27
   -86.00    9.717E+26    1.519E+26    2.360E+24    8.752E+16    1.126E+27
   -88.00    9.948E+26    1.555E+26    2.416E+24    8.752E+16    1.153E+27
