 # Alt [km]  H2 [cm^-2]   He [cm^-2]  CH4 [cm^-2]   Tot [cm^-2]  Scale height [km]
   278.00    6.900E+20    1.078E+20    1.676E+18    7.996E+20     3.175E+06
   276.00    7.270E+20    1.136E+20    1.766E+18    8.425E+20     3.167E+06
   274.00    8.052E+20    1.259E+20    1.956E+18    9.331E+20     3.044E+06
   272.00    8.482E+20    1.326E+20    2.061E+18    9.829E+20     2.912E+06
   270.00    9.399E+20    1.469E+20    2.283E+18    1.089E+21     3.004E+06
   268.00    9.904E+20    1.548E+20    2.406E+18    1.148E+21     3.185E+06
   266.00    1.097E+21    1.715E+20    2.665E+18    1.271E+21     3.153E+06
   264.00    1.155E+21    1.806E+20    2.807E+18    1.339E+21     2.945E+06
   262.00    1.279E+21    1.999E+20    3.108E+18    1.482E+21     2.731E+06
   260.00    1.348E+21    2.106E+20    3.274E+18    1.562E+21     2.809E+06
   258.00    1.493E+21    2.334E+20    3.628E+18    1.731E+21     3.106E+06
   256.00    1.573E+21    2.459E+20    3.821E+18    1.823E+21     3.167E+06
   254.00    1.741E+21    2.721E+20    4.230E+18    2.018E+21     2.926E+06
   252.00    1.834E+21    2.866E+20    4.455E+18    2.125E+21     2.658E+06
   250.00    2.031E+21    3.175E+20    4.935E+18    2.354E+21     2.710E+06
   248.00    2.140E+21    3.345E+20    5.199E+18    2.480E+21     2.986E+06
   246.00    2.370E+21    3.704E+20    5.757E+18    2.746E+21     3.032E+06
   244.00    2.495E+21    3.900E+20    6.062E+18    2.891E+21     2.809E+06
   242.00    2.762E+21    4.317E+20    6.710E+18    3.200E+21     2.568E+06
   240.00    2.910E+21    4.549E+20    7.070E+18    3.372E+21     2.676E+06
   238.00    3.226E+21    5.042E+20    7.836E+18    3.738E+21     2.985E+06
   236.00    3.398E+21    5.311E+20    8.254E+18    3.937E+21     3.085E+06
   234.00    3.760E+21    5.877E+20    9.134E+18    4.357E+21     2.814E+06
   232.00    3.959E+21    6.188E+20    9.618E+18    4.587E+21     2.541E+06
   230.00    4.384E+21    6.853E+20    1.065E+19    5.081E+21     2.567E+06
   228.00    4.620E+21    7.221E+20    1.122E+19    5.354E+21     2.825E+06
   226.00    5.118E+21    7.999E+20    1.243E+19    5.930E+21     2.979E+06
   224.00    5.389E+21    8.424E+20    1.309E+19    6.245E+21     2.896E+06
   222.00    5.965E+21    9.323E+20    1.449E+19    6.912E+21     2.778E+06
   220.00    6.282E+21    9.818E+20    1.526E+19    7.279E+21     2.863E+06
   218.00    6.952E+21    1.087E+21    1.689E+19    8.056E+21     3.068E+06
   216.00    7.317E+21    1.144E+21    1.778E+19    8.479E+21     3.096E+06
   214.00    8.085E+21    1.264E+21    1.964E+19    9.368E+21     2.937E+06
   212.00    8.504E+21    1.329E+21    2.066E+19    9.854E+21     2.755E+06
   210.00    9.394E+21    1.468E+21    2.282E+19    1.089E+22     2.818E+06
   208.00    9.881E+21    1.544E+21    2.401E+19    1.145E+22     3.066E+06
   206.00    1.090E+22    1.704E+21    2.649E+19    1.264E+22     3.090E+06
   204.00    1.146E+22    1.791E+21    2.784E+19    1.328E+22     2.867E+06
   202.00    1.263E+22    1.975E+21    3.069E+19    1.464E+22     2.845E+06
   200.00    1.328E+22    2.075E+21    3.225E+19    1.538E+22     2.120E+06
   198.00    1.468E+22    2.295E+21    3.567E+19    1.701E+22     1.746E+06
   196.00    1.550E+22    2.422E+21    3.765E+19    1.796E+22     1.629E+06
   194.00    1.731E+22    2.706E+21    4.205E+19    2.006E+22     1.633E+06
   192.00    1.837E+22    2.871E+21    4.463E+19    2.129E+22     1.716E+06
   190.00    2.070E+22    3.235E+21    5.028E+19    2.398E+22     1.862E+06
   188.00    2.203E+22    3.443E+21    5.352E+19    2.553E+22     2.080E+06
   186.00    2.489E+22    3.890E+21    6.046E+19    2.884E+22     2.352E+06
   184.00    2.647E+22    4.137E+21    6.430E+19    3.067E+22     2.610E+06
   182.00    2.978E+22    4.655E+21    7.236E+19    3.451E+22     2.598E+06
   180.00    3.160E+22    4.938E+21    7.676E+19    3.661E+22     2.578E+06
   178.00    3.543E+22    5.538E+21    8.608E+19    4.106E+22     2.535E+06
   176.00    3.754E+22    5.867E+21    9.120E+19    4.350E+22     2.560E+06
   174.00    4.199E+22    6.564E+21    1.020E+20    4.866E+22     2.576E+06
   172.00    4.443E+22    6.945E+21    1.079E+20    5.148E+22     2.592E+06
   170.00    4.959E+22    7.750E+21    1.205E+20    5.746E+22     2.573E+06
   168.00    5.241E+22    8.192E+21    1.273E+20    6.073E+22     2.535E+06
   166.00    5.840E+22    9.128E+21    1.419E+20    6.767E+22     2.493E+06
   164.00    6.169E+22    9.643E+21    1.499E+20    7.149E+22     2.488E+06
   162.00    6.868E+22    1.074E+22    1.669E+20    7.959E+22     2.492E+06
   160.00    7.253E+22    1.134E+22    1.762E+20    8.404E+22     2.513E+06
   158.00    8.068E+22    1.261E+22    1.960E+20    9.349E+22     2.512E+06
   156.00    8.517E+22    1.331E+22    2.069E+20    9.869E+22     2.509E+06
   154.00    9.470E+22    1.480E+22    2.301E+20    1.097E+23     2.519E+06
   152.00    9.995E+22    1.562E+22    2.428E+20    1.158E+23     2.529E+06
   150.00    1.111E+23    1.736E+22    2.699E+20    1.287E+23     2.531E+06
   148.00    1.172E+23    1.832E+22    2.848E+20    1.358E+23     2.528E+06
   146.00    1.303E+23    2.037E+22    3.166E+20    1.510E+23     2.545E+06
   144.00    1.375E+23    2.149E+22    3.341E+20    1.593E+23     2.560E+06
   142.00    1.528E+23    2.389E+22    3.713E+20    1.771E+23     2.553E+06
   140.00    1.613E+23    2.521E+22    3.918E+20    1.869E+23     2.535E+06
   138.00    1.792E+23    2.801E+22    4.354E+20    2.077E+23     2.525E+06
   136.00    1.891E+23    2.956E+22    4.595E+20    2.192E+23     2.538E+06
   134.00    2.102E+23    3.286E+22    5.107E+20    2.436E+23     2.537E+06
   132.00    2.219E+23    3.468E+22    5.390E+20    2.571E+23     2.523E+06
   130.00    2.466E+23    3.855E+22    5.992E+20    2.858E+23     2.500E+06
   128.00    2.603E+23    4.069E+22    6.324E+20    3.016E+23     2.494E+06
   126.00    2.895E+23    4.524E+22    7.032E+20    3.354E+23     2.507E+06
   124.00    3.056E+23    4.776E+22    7.423E+20    3.541E+23     2.514E+06
   122.00    3.398E+23    5.311E+22    8.255E+20    3.937E+23     2.504E+06
   120.00    3.587E+23    5.606E+22    8.714E+20    4.156E+23     2.493E+06
   118.00    3.988E+23    6.234E+22    9.690E+20    4.622E+23     2.519E+06
   116.00    4.210E+23    6.580E+22    1.023E+21    4.878E+23     2.521E+06
   114.00    4.681E+23    7.316E+22    1.137E+21    5.424E+23     2.489E+06
   112.00    4.940E+23    7.722E+22    1.200E+21    5.725E+23     2.486E+06
   110.00    5.494E+23    8.587E+22    1.335E+21    6.366E+23     2.474E+06
   108.00    5.800E+23    9.065E+22    1.409E+21    6.720E+23     2.442E+06
   106.00    6.452E+23    1.008E+23    1.567E+21    7.476E+23     2.427E+06
   104.00    6.814E+23    1.065E+23    1.655E+21    7.896E+23     2.423E+06
   102.00    7.587E+23    1.186E+23    1.843E+21    8.791E+23     2.402E+06
   100.00    8.017E+23    1.253E+23    1.948E+21    9.289E+23     2.387E+06
    98.00    8.937E+23    1.397E+23    2.171E+21    1.036E+24     2.378E+06
    96.00    9.450E+23    1.477E+23    2.296E+21    1.095E+24     2.322E+06
    94.00    1.055E+24    1.650E+23    2.564E+21    1.223E+24     2.277E+06
    92.00    1.117E+24    1.747E+23    2.715E+21    1.295E+24     2.252E+06
    90.00    1.251E+24    1.956E+23    3.040E+21    1.450E+24     2.224E+06
    88.00    1.327E+24    2.073E+23    3.223E+21    1.537E+24     2.203E+06
    86.00    1.489E+24    2.328E+23    3.619E+21    1.726E+24     2.168E+06
    84.00    1.582E+24    2.472E+23    3.843E+21    1.833E+24     2.122E+06
    82.00    1.782E+24    2.785E+23    4.329E+21    2.065E+24     2.080E+06
    80.00    1.896E+24    2.963E+23    4.605E+21    2.197E+24     2.052E+06
    78.00    2.143E+24    3.350E+23    5.207E+21    2.484E+24     2.025E+06
    76.00    2.285E+24    3.571E+23    5.551E+21    2.648E+24     2.008E+06
    74.00    2.594E+24    4.054E+23    6.301E+21    3.005E+24     1.964E+06
    72.00    2.771E+24    4.331E+23    6.731E+21    3.211E+24     1.947E+06
    70.00    3.157E+24    4.935E+23    7.671E+21    3.659E+24     1.925E+06
    68.00    3.379E+24    5.282E+23    8.210E+21    3.916E+24     1.914E+06
    66.00    3.863E+24    6.038E+23    9.385E+21    4.476E+24     1.873E+06
    64.00    4.142E+24    6.474E+23    1.006E+22    4.799E+24     1.831E+06
    62.00    4.752E+24    7.427E+23    1.154E+22    5.506E+24     1.776E+06
    60.00    5.104E+24    7.978E+23    1.240E+22    5.915E+24     1.756E+06
    58.00    5.878E+24    9.187E+23    1.428E+22    6.811E+24     1.735E+06
    56.00    6.326E+24    9.887E+23    1.537E+22    7.330E+24     1.725E+06
    54.00    7.309E+24    1.142E+24    1.776E+22    8.469E+24     1.713E+06
    52.00    7.878E+24    1.231E+24    1.914E+22    9.128E+24     1.703E+06
    50.00    9.125E+24    1.426E+24    2.217E+22    1.057E+25     1.693E+06
    48.00    9.844E+24    1.539E+24    2.391E+22    1.141E+25     1.691E+06
    46.00    1.141E+25    1.783E+24    2.772E+22    1.322E+25     1.702E+06
    44.00    1.230E+25    1.923E+24    2.989E+22    1.426E+25     1.706E+06
    42.00    1.425E+25    2.227E+24    3.461E+22    1.651E+25     1.702E+06
    40.00    1.535E+25    2.400E+24    3.730E+22    1.779E+25     1.684E+06
    38.00    1.776E+25    2.776E+24    4.315E+22    2.058E+25     1.683E+06
    36.00    1.913E+25    2.991E+24    4.648E+22    2.217E+25     1.707E+06
    34.00    2.211E+25    3.455E+24    5.371E+22    2.562E+25     1.708E+06
    32.00    2.379E+25    3.719E+24    5.780E+22    2.757E+25     1.739E+06
    30.00    2.743E+25    4.287E+24    6.663E+22    3.178E+25     1.768E+06
    28.00    2.946E+25    4.605E+24    7.158E+22    3.414E+25     1.801E+06
    26.00    3.381E+25    5.285E+24    8.214E+22    3.918E+25     1.841E+06
    24.00    3.621E+25    5.660E+24    8.798E+22    4.196E+25     1.879E+06
    22.00    4.130E+25    6.456E+24    1.003E+23    4.786E+25     1.917E+06
    20.00    4.408E+25    6.890E+24    1.071E+23    5.108E+25     1.977E+06
    18.00    4.994E+25    7.806E+24    1.213E+23    5.787E+25     2.026E+06
    16.00    5.313E+25    8.304E+24    1.291E+23    6.156E+25     2.096E+06
    14.00    5.983E+25    9.352E+24    1.454E+23    6.933E+25     2.137E+06
    12.00    6.347E+25    9.921E+24    1.542E+23    7.355E+25     2.177E+06
    10.00    7.112E+25    1.112E+25    1.728E+23    8.241E+25     2.221E+06
     8.00    7.526E+25    1.176E+25    1.828E+23    8.720E+25     2.277E+06
     6.00    8.391E+25    1.312E+25    2.039E+23    9.723E+25     2.345E+06
     4.00    8.855E+25    1.384E+25    2.151E+23    1.026E+26     2.411E+06
     2.00    9.823E+25    1.535E+25    2.386E+23    1.138E+26     2.479E+06
     0.00    1.034E+26    1.616E+25    2.512E+23    1.198E+26     2.530E+06
    -2.00    1.141E+26    1.784E+25    2.772E+23    1.322E+26     2.603E+06
    -4.00    1.198E+26    1.873E+25    2.911E+23    1.388E+26     2.661E+06
    -6.00    1.317E+26    2.058E+25    3.198E+23    1.526E+26     2.716E+06
    -8.00    1.379E+26    2.156E+25    3.351E+23    1.598E+26     2.773E+06
   -10.00    1.510E+26    2.360E+25    3.668E+23    1.749E+26     2.852E+06
   -12.00    1.579E+26    2.468E+25    3.835E+23    1.829E+26     2.910E+06
   -14.00    1.722E+26    2.691E+25    4.183E+23    1.995E+26     2.975E+06
   -16.00    1.797E+26    2.809E+25    4.366E+23    2.082E+26     3.043E+06
   -18.00    1.953E+26    3.053E+25    4.745E+23    2.263E+26     3.109E+06
   -20.00    2.036E+26    3.182E+25    4.945E+23    2.359E+26     3.175E+06
   -22.00    2.205E+26    3.447E+25    5.358E+23    2.555E+26     3.252E+06
   -24.00    2.295E+26    3.587E+25    5.575E+23    2.659E+26     3.310E+06
   -26.00    2.479E+26    3.874E+25    6.022E+23    2.872E+26     3.353E+06
   -28.00    2.575E+26    4.025E+25    6.256E+23    2.984E+26     3.402E+06
   -30.00    2.774E+26    4.336E+25    6.740E+23    3.215E+26     3.466E+06
   -32.00    2.879E+26    4.500E+25    6.994E+23    3.336E+26     3.522E+06
   -34.00    3.094E+26    4.836E+25    7.517E+23    3.585E+26     3.595E+06
   -36.00    3.207E+26    5.012E+25    7.790E+23    3.716E+26     3.654E+06
   -38.00    3.438E+26    5.374E+25    8.353E+23    3.984E+26     3.705E+06
   -40.00    3.559E+26    5.563E+25    8.647E+23    4.124E+26     3.758E+06
   -42.00    3.808E+26    5.953E+25    9.252E+23    4.413E+26     3.809E+06
   -44.00    3.938E+26    6.156E+25    9.568E+23    4.564E+26     3.867E+06
   -46.00    4.206E+26    6.573E+25    1.022E+24    4.873E+26     3.941E+06
   -48.00    4.345E+26    6.791E+25    1.056E+24    5.035E+26     4.016E+06
   -50.00    4.631E+26    7.238E+25    1.125E+24    5.366E+26     4.027E+06
   -52.00    4.780E+26    7.471E+25    1.161E+24    5.538E+26     4.191E+06
   -54.00    5.084E+26    7.947E+25    1.235E+24    5.892E+26     4.185E+06
   -56.00    5.243E+26    8.195E+25    1.274E+24    6.075E+26     4.332E+06
   -58.00    5.567E+26    8.701E+25    1.352E+24    6.450E+26     4.319E+06
   -60.00    5.734E+26    8.963E+25    1.393E+24    6.645E+26     4.376E+06
   -62.00    6.077E+26    9.499E+25    1.476E+24    7.042E+26     4.510E+06
   -64.00    6.255E+26    9.776E+25    1.519E+24    7.247E+26     4.572E+06
   -66.00    6.616E+26    1.034E+26    1.607E+24    7.666E+26     4.644E+06
   -68.00    6.803E+26    1.063E+26    1.653E+24    7.883E+26     4.810E+06
   -70.00    7.183E+26    1.123E+26    1.745E+24    8.323E+26     4.973E+06
   -72.00    7.378E+26    1.153E+26    1.792E+24    8.549E+26     5.031E+06
   -74.00    7.775E+26    1.215E+26    1.889E+24    9.010E+26     5.039E+06
   -76.00    7.980E+26    1.247E+26    1.939E+24    9.246E+26     4.940E+06
   -78.00    8.395E+26    1.312E+26    2.039E+24    9.727E+26     4.824E+06
   -80.00    8.608E+26    1.346E+26    2.091E+24    9.975E+26     4.818E+06
   -82.00    9.043E+26    1.413E+26    2.197E+24    1.048E+27     4.977E+06
   -84.00    9.265E+26    1.448E+26    2.251E+24    1.074E+27     5.306E+06
   -86.00    9.717E+26    1.519E+26    2.361E+24    1.126E+27     5.869E+06
   -88.00    9.947E+26    1.555E+26    2.417E+24    1.153E+27     6.545E+06
